Probe Name,Annotation,Accession #,NS Probe ID,Class Name,Analyte Type,% Samples above Threshold,Positive Flag,Class Active,Avg Count,Min Count,Max Count,20220412_209753990323_F12-82408-6_05.RCC,20220412_209753990323_F13-28768-1_02.RCC ,20220412_209753990323_F13-78109-1_09.RCC ,20220412_209753990323_F13-82836-4_04.RCC,20220412_209753990323_F14-08645-3_01.RCC,20220412_209753990323_F14-10362-3_03.RCC,20220412_209753990323_F15-41499-1_10.RCC,20220412_209753990323_F15-85066-4_06.RCC,20220412_209753990323_F16-0040-1_11.RCC,20220412_209753990323_F16-5220-1_08.RCC,20220412_209753990323_PanelStandard1-4745958_12.RCC,20220412_209753990323_f14-07689-1_07.RCC,20220421_209754330323_089-62574_11.RCC,20220421_209754330323_089-79521_10.RCC,20220421_209754330323_F16-2154-3_12.RCC,20220421_209754330323_F18-16288-6-8_04.RCC,20220421_209754330323_F18-32890-3-4_03.RCC,20220421_209754330323_F19-48098-1-2_02.RCC,20220421_209754330323_F19-48476-1-2_01.RCC ,20220421_209754330323_PanelStandard1-4762199_05.RCC 
SERPING1,,XM_022405112.1,XM_022405112.1:105,Endogenous,mRNA,100,FALSE,2,2047.15,576,4245,1648,1598,2180,1891,1760,1365,1172,2582,1604,2575,1659,3824,576,1926,1406,1269,1793,4245,4015,1855
SETD2,,XM_014121990.2,XM_014121990.2:4808,Endogenous,mRNA,100,FALSE,2,2173.1,546,4485,1223,2483,3154,1234,1489,3155,1522,2118,1799,2951,1420,4110,546,1167,1529,1811,1553,4485,4280,1433
SH2D1A,,XM_847029.5,XM_847029.5:1284,Endogenous,mRNA,100,FALSE,2,290,8,2027,203,17,79,35,8,275,272,27,236,229,1871,12,89,25,173,103,71,35,13,2027
SHMT2,,XM_005625536.1,XM_005625536.1:1280,Endogenous,mRNA,100,FALSE,2,815.35,282,1577,1577,656,951,384,282,869,1225,647,1376,680,855,902,552,335,518,586,556,1515,880,961
SIGIRR,,XM_022405107.1,XM_022405107.1:554,Endogenous,mRNA,100,FALSE,2,277.65,74,1136,281,104,212,107,107,327,268,88,245,331,1091,74,106,91,316,224,199,167,79,1136
SIGLEC1,,XM_542917.6,XM_542917.6:6085,Endogenous,mRNA,100,FALSE,2,304.6,27,1692,135,44,145,151,27,362,196,105,272,340,1570,169,76,39,201,169,203,154,42,1692
SLAMF1,,NM_001003084.1,NM_001003084.1:360,Endogenous,mRNA,100,FALSE,2,191.65,12,1402,57,16,24,22,12,335,94,18,123,110,1369,27,13,15,55,45,44,34,18,1402
SLAMF6,,XM_005640886.2,XM_005640886.2:1515,Endogenous,mRNA,100,FALSE,2,271.1,15,1484,263,37,97,66,15,572,235,26,296,264,1467,34,25,25,189,148,86,58,35,1484
SLAMF7,,XM_847365.1,XM_847365.1:210,Endogenous,mRNA,100,FALSE,2,290.6,8,1674,128,28,94,51,22,670,292,41,364,342,1529,30,18,19,224,155,72,51,8,1674
SLC11A1,,NM_001013851.1,NM_001013851.1:540,Endogenous,mRNA,100,FALSE,2,344.85,142,1229,286,142,557,200,216,327,288,157,427,359,1064,196,146,156,260,191,205,319,172,1229
SLC16A1,,XM_022405026.1,XM_022405026.1:4940,Endogenous,mRNA,100,FALSE,2,433.05,75,1164,219,324,292,133,75,948,312,252,663,561,1164,439,210,145,346,300,206,486,429,1157
SLC16A3,,XM_014116216.2,XM_014116216.2:1767,Endogenous,mRNA,100,FALSE,2,301.6,7,1885,183,31,87,43,7,382,225,30,263,370,1749,17,93,36,240,214,102,55,20,1885
SMAD2,,XM_022421405.1,XM_022421405.1:566,Endogenous,mRNA,100,FALSE,2,3738.3,684,9808,2339,6594,3903,1649,1651,9808,2833,3049,3698,3595,1340,8054,684,1693,2237,2937,4354,5369,7456,1523
SMAD3,,NM_001170829.2,NM_001170829.2:872,Endogenous,mRNA,100,FALSE,2,874.25,533,1450,909,979,1450,897,533,698,583,735,848,1203,880,619,611,976,1041,1040,710,836,919,1018
SMARCA4,,XM_014122046.2,XM_014122046.2:2318,Endogenous,mRNA,100,FALSE,2,2493.05,966,4976,1124,3629,3428,1434,1294,3948,1760,2263,2184,3001,1329,4976,966,1501,1881,2434,2643,4649,4019,1398
SOCS1,,XM_005622079.1,XM_005622079.1:822,Endogenous,mRNA,100,FALSE,2,170.65,14,709,125,133,93,50,14,228,137,80,120,143,610,165,84,98,135,134,120,194,41,709
SOX10,,XM_538379.6,XM_538379.6:1271,Endogenous,mRNA,100,FALSE,2,2145.35,182,4249,1711,2892,3633,684,1664,2997,1679,1933,2450,1712,591,3897,182,1630,1112,1849,4249,3356,4032,654
SPIB,,XM_003432720.4,XM_003432720.4:513,Endogenous,mRNA,100,FALSE,2,101.9,9,512,192,23,35,34,9,125,63,24,97,95,498,10,59,15,86,73,57,21,10,512
SPP1,,XM_003434023.4,XM_003434023.4:386,Endogenous,mRNA,100,FALSE,2,9785.85,1499,33362,4194,6948,33362,5500,6535,6259,14445,4059,5370,19143,1499,9929,3031,8771,15894,8514,5148,20980,14509,1627
SPRY2,,XM_003433059.4,XM_003433059.4:955,Endogenous,mRNA,100,FALSE,2,1571.55,669,5849,1099,1087,1058,890,669,1238,2466,1266,2350,1640,1210,956,1549,948,1475,1935,858,1428,5849,1460
SRC,,XM_005635039.3,XM_005635039.3:941,Endogenous,mRNA,100,FALSE,2,529.2,202,1403,309,586,469,484,330,273,219,408,312,511,1278,698,202,440,321,501,635,594,611,1403
ST6GAL1,,XM_005639812.2,XM_005639812.2:1373,Endogenous,mRNA,100,FALSE,2,1642.7,595,2806,939,2393,1972,1550,875,1970,1747,2087,1498,1493,1442,2110,595,1419,1224,1724,1444,1984,2806,1582
STAT1,,XM_843260.1,XM_843260.1:15,Endogenous,mRNA,100,FALSE,2,1149.85,423,1994,1226,1023,1865,1021,559,1555,866,1095,1157,1994,924,1510,423,686,874,890,1134,1930,1287,978
STAT2,,XM_014117155.1,XM_014117155.1:1834,Endogenous,mRNA,100,FALSE,2,1529.15,782,2268,1469,1325,1954,1572,908,1416,2076,1550,1231,1915,1685,1826,782,1224,1315,1315,1351,2268,1687,1714
STAT3,,XM_548090.2,XM_548090.2:355,Endogenous,mRNA,100,FALSE,2,1777.3,662,3382,1459,1584,2305,1131,1268,1623,1203,1740,2298,2925,1599,3102,662,1230,1202,1255,1012,3382,2820,1746
STAT4,,XM_005640471.1,XM_005640471.1:1410,Endogenous,mRNA,100,FALSE,2,297.35,30,1383,168,88,132,130,30,366,250,116,369,437,1304,91,92,73,430,238,104,70,76,1383
STAT5A,,XM_548091.6,XM_548091.6:1415,Endogenous,mRNA,100,FALSE,2,398.3,133,1803,405,226,368,178,133,280,196,243,240,222,1647,341,136,206,201,250,198,277,416,1803
STAT5B,,XM_548092.2,XM_548092.2:1910,Endogenous,mRNA,100,FALSE,2,534.2,142,1607,200,347,598,225,142,581,372,341,619,861,1364,671,184,233,483,510,273,368,705,1607
STAT6,,XM_005625532.1,XM_005625532.1:1930,Endogenous,mRNA,100,FALSE,2,1080.65,239,2304,1359,864,823,784,239,979,1008,899,1283,1048,2052,1016,717,708,1018,1128,799,1375,1210,2304
STK11,,XM_005633151.3,XM_005633151.3:429,Endogenous,mRNA,100,FALSE,2,2830.55,1047,5972,1656,3585,3929,1984,1634,2851,2484,3170,2588,3254,1412,4255,1047,2324,2550,3211,2592,5972,4627,1486
SYK,,XM_005615953.2,XM_005615953.2:1452,Endogenous,mRNA,100,FALSE,2,415.3,102,1665,470,178,296,213,128,490,372,185,408,475,1551,205,102,125,445,263,223,336,176,1665
TAL1,,XM_022427965.1,XM_022427965.1:3226,Endogenous,mRNA,100,FALSE,2,229.3,45,1045,98,151,177,109,151,198,242,68,117,198,910,45,109,112,193,175,171,228,89,1045
TANK,,XM_005640244.3,XM_005640244.3:800,Endogenous,mRNA,100,FALSE,2,646.35,238,1014,567,788,825,408,238,1014,446,657,724,757,690,819,332,490,589,711,747,791,643,691
TAP1,,NM_001284496.2,NM_001284496.2:832,Endogenous,mRNA,100,FALSE,2,569.2,175,991,847,468,874,399,186,701,537,365,751,749,897,606,175,374,376,405,571,667,445,991
TAPBP,,NM_001048101.2,NM_001048101.2:1622,Endogenous,mRNA,100,FALSE,2,1726.65,543,3231,2045,1534,3231,859,543,2681,1720,1649,2019,2603,1654,2305,549,611,1030,1409,1540,2757,1957,1837
TBK1,,XM_022424157.1,XM_022424157.1:565,Endogenous,mRNA,100,FALSE,2,335.7,131,752,212,281,463,214,139,331,367,267,284,352,752,336,131,252,325,288,158,402,408,752
TBX21,,XM_548164.2,XM_548164.2:903,Endogenous,mRNA,100,FALSE,2,159.9,14,1272,72,23,51,19,16,64,37,15,32,66,1272,35,14,23,42,34,33,53,36,1261
TCF7,,XM_003639372.2,XM_003639372.2:1860,Endogenous,mRNA,100,FALSE,2,397.7,88,1496,401,292,220,172,114,451,261,190,450,561,1385,181,88,207,440,266,137,296,346,1496
TERT,,NM_001031630.1,NM_001031630.1:1710,Endogenous,mRNA,100,FALSE,2,233.85,26,996,53,255,137,98,39,356,174,101,131,119,911,365,26,96,173,122,114,123,288,996
TFE3,,XM_014111858.2,XM_014111858.2:585,Endogenous,mRNA,100,FALSE,2,603.4,222,1902,256,508,729,517,246,403,411,416,535,662,1654,465,222,383,483,603,354,563,756,1902
TFEB,,XM_014118431.2,XM_014118431.2:780,Endogenous,mRNA,100,FALSE,2,881.9,320,1711,578,1130,822,489,333,611,769,635,1138,1114,1580,714,320,571,889,1191,803,1073,1167,1711
TGFB1,,NM_001003309.1,NM_001003309.1:695,Endogenous,mRNA,100,FALSE,2,752.65,310,1409,934,970,1077,663,678,422,476,556,553,764,1350,525,310,489,565,621,648,1306,737,1409
TGFB2,,XM_545713.6,XM_545713.6:1036,Endogenous,mRNA,100,FALSE,2,987.7,362,2028,931,871,443,918,362,787,1091,2028,607,1576,1097,589,561,800,1092,1398,561,1775,1027,1240
THBD,,NM_001006953.2,NM_001006953.2:1084,Endogenous,mRNA,100,FALSE,2,441.4,184,1198,422,280,454,408,184,449,346,393,428,457,1009,195,569,360,412,369,238,392,265,1198
THBS1,,XM_544610.2,XM_544610.2:3285,Endogenous,mRNA,100,FALSE,2,557.05,117,1800,831,249,779,524,359,274,129,335,1800,853,924,450,263,280,243,117,186,1388,148,1009
THY1,,NM_001287129.1,NM_001287129.1:221,Endogenous,mRNA,100,FALSE,2,3231.25,605,10016,3212,5552,3157,10016,763,605,1604,2294,1289,5602,653,1266,1491,6786,6105,5878,1619,2494,3517,722
TICAM1,,XM_005633023.3,XM_005633023.3:1654,Endogenous,mRNA,100,FALSE,2,293.5,54,1721,102,59,90,61,54,394,175,116,259,220,1550,104,109,65,179,184,132,149,147,1721
TICAM2,,NM_001204337.1,NM_001204337.1:420,Endogenous,mRNA,100,FALSE,2,492.95,139,1408,284,247,392,162,139,695,558,341,691,733,1238,404,220,200,532,450,383,389,393,1408
TIGIT,,XM_545108.4,XM_545108.4:1673,Endogenous,mRNA,100,FALSE,2,167.9,7,870,152,11,75,29,7,325,118,40,162,186,783,15,68,21,236,136,80,29,15,870
TIRAP,,XM_014113300.2,XM_014113300.2:209,Endogenous,mRNA,100,FALSE,2,349.5,120,1380,201,253,389,189,151,166,205,228,155,236,1346,264,120,259,171,280,303,337,357,1380
TLR1,,XM_014112326.2,XM_014112326.2:853,Endogenous,mRNA,100,FALSE,2,549.1,77,2028,207,293,324,227,77,789,617,393,511,722,1846,628,136,139,601,372,260,564,248,2028
TLR10,,NM_001173127.1,NM_001173127.1:1760,Endogenous,mRNA,100,FALSE,2,242.6,27,978,94,72,109,68,27,422,322,113,337,318,961,78,83,31,294,194,135,127,89,978
TLR2,,NM_001005264.2,NM_001005264.2:2110,Endogenous,mRNA,100,FALSE,2,459.6,60,1472,149,195,293,126,60,531,430,401,551,692,1345,238,126,337,545,477,382,445,397,1472
TLR3,,XM_005629968.3,XM_005629968.3:1580,Endogenous,mRNA,100,FALSE,2,506.9,101,1880,169,379,239,152,137,1126,315,269,551,680,1616,642,116,101,340,199,202,615,410,1880
TLR4,,NM_001002950.1,NM_001002950.1:1175,Endogenous,mRNA,100,FALSE,2,507.75,140,1230,290,189,531,461,140,539,581,493,1140,556,1230,273,601,205,412,304,266,444,312,1188
TLR5,,XM_005640757.2,XM_005640757.2:1866,Endogenous,mRNA,100,FALSE,2,171.4,15,787,66,24,55,39,20,452,266,55,201,195,722,15,78,34,157,119,94,34,15,787
TLR6,,XM_022417244.1,XM_022417244.1:2976,Endogenous,mRNA,100,FALSE,2,352.4,53,1528,135,132,164,124,53,587,448,112,374,460,1419,213,109,76,339,233,206,243,93,1528
TLR7,,XM_005641003.3,XM_005641003.3:1471,Endogenous,mRNA,100,FALSE,2,297.85,28,1908,91,79,161,123,28,251,262,86,209,272,1548,87,75,53,217,141,121,155,90,1908
TLR8,,XM_005641119.3,XM_005641119.3:1695,Endogenous,mRNA,100,FALSE,2,312.15,15,1922,124,50,218,98,15,313,277,63,283,308,1839,61,85,38,200,93,75,149,32,1922
TLR9,,NM_001002998.1,NM_001002998.1:335,Endogenous,mRNA,100,FALSE,2,271.65,29,1413,98,38,105,63,29,515,261,82,220,278,1309,51,130,50,227,190,228,82,64,1413
TNF,,NM_001003244.4,NM_001003244.4:185,Endogenous,mRNA,100,FALSE,2,139.65,14,1118,65,19,23,29,19,45,36,24,25,59,1118,30,14,31,32,28,24,39,29,1104
TNFAIP3,,XM_014112321.1,XM_014112321.1:711,Endogenous,mRNA,100,FALSE,2,536.45,170,1836,709,209,488,479,170,531,336,256,710,570,1782,205,260,202,514,391,300,430,351,1836
TNFRSF11A,,XM_005615669.3,XM_005615669.3:100,Endogenous,mRNA,100,FALSE,2,264.6,29,1649,97,61,865,77,29,53,65,88,60,73,1560,135,45,79,69,48,39,109,91,1649
TNFRSF11B,,XM_003639448.4,XM_003639448.4:653,Endogenous,mRNA,100,FALSE,2,370.35,69,1213,75,88,103,69,144,831,289,281,1031,269,1106,198,82,118,217,223,153,444,473,1213
TNFRSF12A,,NM_001193299.2,NM_001193299.2:231,Endogenous,mRNA,100,FALSE,2,710.45,212,1717,975,271,444,212,353,389,1174,478,1717,953,1349,280,1177,237,487,782,498,669,265,1499
TNFRSF13B,,XM_005620179.3,XM_005620179.3:460,Endogenous,mRNA,100,FALSE,2,342.1,14,1952,169,31,90,63,14,597,321,53,274,433,1812,26,161,20,355,242,168,41,20,1952
TNFRSF13C,,XM_843968.4,XM_843968.4:2412,Endogenous,mRNA,100,FALSE,2,389.25,90,1273,932,217,364,206,90,437,494,179,299,305,1195,251,132,127,289,288,166,266,275,1273
TNFRSF14,,XM_549666.2,XM_549666.2:879,Endogenous,mRNA,100,FALSE,2,144.55,23,739,223,55,142,45,51,148,76,52,78,80,704,82,23,42,62,70,60,116,43,739
TNFRSF17,,XM_005621530.2,XM_005621530.2:604,Endogenous,mRNA,100,FALSE,2,343.75,24,1890,110,43,144,82,24,477,269,157,478,459,1809,39,65,56,343,195,134,47,54,1890
TNFRSF18,,NM_001190744.1,NM_001190744.1:426,Endogenous,mRNA,100,FALSE,2,274.6,35,1213,184,67,120,101,35,462,337,93,210,311,1118,41,199,100,345,243,189,65,59,1213
TNFRSF1A,,XM_005637258.1,XM_005637258.1:600,Endogenous,mRNA,100,FALSE,2,1326.85,698,3027,828,1476,1544,842,1038,1279,857,1311,2274,1352,1276,1930,698,738,716,957,1134,3027,1955,1305
TNFRSF1B,,XM_005617982.1,XM_005617982.1:200,Endogenous,mRNA,100,FALSE,2,685.6,320,1595,945,617,1062,673,385,608,471,396,788,740,1541,504,320,416,583,455,473,804,336,1595
TNFRSF4,,XM_546720.2,XM_546720.2:159,Endogenous,mRNA,100,FALSE,2,179.65,12,1079,92,19,42,29,12,232,156,29,138,219,1075,16,39,30,177,95,60,35,19,1079
TNFRSF8,,XM_014111450.1,XM_014111450.1:1054,Endogenous,mRNA,100,FALSE,2,276.25,12,1470,72,37,80,40,12,427,285,57,316,282,1312,20,230,31,296,258,226,55,19,1470
TNFRSF9,,XM_845243.1,XM_845243.1:135,Endogenous,mRNA,100,FALSE,2,167.15,11,1141,91,14,46,29,11,181,106,22,121,176,1040,13,32,18,152,65,45,19,21,1141
TNFSF10,,NM_001130836.1,NM_001130836.1:495,Endogenous,mRNA,100,FALSE,2,764,168,1285,619,561,804,450,312,1277,743,818,615,1035,1135,994,168,391,665,551,814,1163,880,1285
TNFSF11,,XM_846672.1,XM_846672.1:440,Endogenous,mRNA,100,FALSE,2,193.15,5,1221,180,16,51,19,5,172,100,21,162,291,1153,19,47,30,192,108,36,20,20,1221
TNFSF12,,NM_001205168.1,NM_001205168.1:420,Endogenous,mRNA,100,FALSE,2,927.5,438,1405,439,914,1007,768,438,719,1191,933,770,1010,731,1156,839,802,946,1337,1056,1266,1405,823
TNFSF13,,NM_001205169.1,NM_001205169.1:863,Endogenous,mRNA,100,FALSE,2,764.4,109,1908,407,489,598,602,109,652,916,652,531,716,1782,297,1417,777,873,1059,573,479,451,1908
TNFSF13B,,NM_001161710.2,NM_001161710.2:865,Endogenous,mRNA,100,FALSE,2,324.35,39,1833,216,70,178,168,42,246,192,71,294,416,1789,84,80,47,308,180,97,137,39,1833
TNFSF14,,XM_849235.1,XM_849235.1:4,Endogenous,mRNA,100,FALSE,2,215,13,1151,66,20,74,33,13,442,188,42,284,281,994,15,73,15,245,165,139,37,23,1151
TNFSF15,,XM_848586.3,XM_848586.3:263,Endogenous,mRNA,100,FALSE,2,189.7,13,1608,45,43,74,21,37,38,21,21,38,18,1571,32,13,39,20,24,33,64,34,1608
TNFSF18,,XM_005622966.1,XM_005622966.1:396,Endogenous,mRNA,100,FALSE,2,400.3,10,2262,80,127,253,66,177,662,225,57,466,514,2047,19,40,10,315,163,163,344,16,2262
TNFSF4,,XM_003639167.2,XM_003639167.2:580,Endogenous,mRNA,100,FALSE,2,228.35,5,1379,55,30,58,24,13,439,178,26,255,251,1379,17,20,7,198,132,74,30,5,1376
TNFSF8,,XM_850342.4,XM_850342.4:605,Endogenous,mRNA,100,FALSE,2,119.1,15,862,50,18,45,31,15,104,35,23,28,119,803,29,17,27,28,46,35,44,23,862
TNKS,,XM_844295.5,XM_844295.5:3513,Endogenous,mRNA,100,FALSE,2,2369.7,796,4554,1075,2705,4111,1602,2652,4554,1951,2078,2085,3102,1387,2917,796,1488,2256,1933,1441,4526,3237,1498
TNKS2,,XM_022412163.1,XM_022412163.1:1220,Endogenous,mRNA,100,FALSE,2,1186.3,529,1995,544,1447,1772,935,529,1722,1068,1185,1044,1412,841,1524,569,930,1383,1375,842,1716,1995,893
TOLLIP,,XM_540778.5,XM_540778.5:431,Endogenous,mRNA,100,FALSE,2,1307.3,530,2824,1084,1283,1568,2824,530,734,980,1337,998,1768,933,735,871,2474,1942,1805,974,886,1405,1015
TOX,,XM_005638006.1,XM_005638006.1:1300,Endogenous,mRNA,100,FALSE,2,542.3,35,1883,141,191,1607,246,70,550,196,293,193,360,1670,525,35,267,264,341,135,936,943,1883
TP53,,NM_001003210.1,NM_001003210.1:517,Endogenous,mRNA,100,FALSE,2,757.85,230,1366,1206,906,1040,295,389,1089,782,490,891,971,725,1058,230,386,337,484,861,1366,877,774
TP63,,XM_022414176.1,XM_022414176.1:2150,Endogenous,mRNA,100,FALSE,2,221.3,8,1424,35,13,60,31,8,329,201,83,188,178,1362,13,54,22,129,132,114,35,15,1424
TRAC,,Canis_TRAC.1,Canis_TRAC.1:6,Endogenous,mRNA,100,FALSE,2,219.2,10,1185,191,48,88,46,10,306,174,49,258,255,1149,37,54,26,187,168,74,43,36,1185
TRAF1,,XM_850435.1,XM_850435.1:795,Endogenous,mRNA,100,FALSE,2,308.75,126,1274,233,151,256,174,134,326,241,126,283,283,1168,140,190,167,289,211,203,176,150,1274
TRAF2,,XM_005625072.2,XM_005625072.2:3030,Endogenous,mRNA,100,FALSE,2,337.75,70,1676,133,116,292,79,70,411,297,132,244,302,1546,142,84,75,315,301,157,207,176,1676
TRAF3,,XM_022422397.1,XM_022422397.1:555,Endogenous,mRNA,100,FALSE,2,1768.4,555,2920,768,2208,2829,1013,942,2903,1408,1308,1974,2585,1651,2392,555,855,1598,1824,1626,2171,2920,1838
TRAF6,,XM_003432322.4,XM_003432322.4:1052,Endogenous,mRNA,100,FALSE,2,421.65,113,1412,250,290,389,231,113,586,360,209,334,634,1229,231,171,206,436,382,289,392,289,1412
TRAT1,,XM_535733.5,XM_535733.5:331,Endogenous,mRNA,100,FALSE,2,134.15,4,1322,60,12,11,9,4,9,11,7,11,8,1130,12,10,10,6,13,9,19,10,1322
TRBC,,Canis_TRBC.1,Canis_TRBC.1:255,Endogenous,mRNA,100,FALSE,2,667.6,68,2332,2332,306,415,575,68,1030,797,246,635,1116,1071,263,338,387,944,753,266,254,366,1190
TREM1,,NM_001284492.1,NM_001284492.1:399,Endogenous,mRNA,100,FALSE,2,249.3,16,1285,88,25,108,43,17,418,204,34,408,285,1248,38,70,36,276,178,117,92,16,1285
TREM2,,XM_005627313.3,XM_005627313.3:362,Endogenous,mRNA,100,FALSE,2,611.4,257,1179,257,360,1069,669,502,621,848,362,664,690,1025,358,309,386,655,452,555,758,509,1179
TRGC2,,Canis_TRGC2.1,Canis_TRGC2.1:378,Endogenous,mRNA,100,FALSE,2,296.85,15,1904,74,20,124,46,15,379,209,41,341,369,1835,31,66,34,198,102,111,19,19,1904
TRGC3,,Canis_TRGC3.1,Canis_TRGC3.1:262,Endogenous,mRNA,100,FALSE,2,167.6,2,1634,77,19,12,4,2,8,8,11,8,4,1482,12,8,15,4,13,15,8,8,1634
TRGC8,,Canis_TRGC8.1,Canis_TRGC8.1:167,Endogenous,mRNA,95,FALSE,2,272.35,1,1754,70,13,86,30,1,417,206,31,260,406,1570,9,27,5,341,142,55,19,5,1754
TRIB1,,NM_001313808.1,NM_001313808.1:1250,Endogenous,mRNA,100,FALSE,2,1007.05,307,1941,1902,1238,636,307,545,1462,988,673,1941,786,1348,879,553,516,631,815,910,1842,761,1408
TSC2,,XM_859874.1,XM_859874.1:4348,Endogenous,mRNA,100,FALSE,2,1855.65,1050,3217,1132,2288,2590,1476,1050,1789,1852,1490,1491,2289,1947,2024,1109,1335,1751,2203,1902,2092,3217,2086
TUBB3,,XM_005620536.3,XM_005620536.3:160,Endogenous,mRNA,100,FALSE,2,6003.85,1369,16028,2303,7747,9499,10871,1739,2517,4954,4828,3246,16028,1369,4517,2882,9798,12600,9096,3511,5295,5656,1621
TXK,,XM_022426965.1,XM_022426965.1:2055,Endogenous,mRNA,100,FALSE,2,100.9,3,945,63,9,12,7,4,3,5,6,5,6,891,5,10,6,6,6,7,12,10,945
TXNIP,,XM_533037.5,XM_533037.5:1075,Endogenous,mRNA,100,FALSE,2,3601.25,1165,9619,2903,3286,4251,2623,3156,6194,2502,3593,4671,3883,1372,9619,1165,2176,2328,2274,2227,5832,6382,1588
TYK2,,XM_022407058.1,XM_022407058.1:3029,Endogenous,mRNA,100,FALSE,2,994.3,284,1673,996,910,1673,544,751,1055,793,721,952,876,1462,1556,284,708,434,674,1013,1515,1446,1523
TYMS,,NM_001252174.1,NM_001252174.1:458,Endogenous,mRNA,100,FALSE,2,1057.15,337,2177,1019,1606,2177,776,337,1347,1458,990,928,1344,630,1040,594,579,780,898,895,1741,1280,724
TYROBP,,NM_001197117.1,NM_001197117.1:454,Endogenous,mRNA,100,FALSE,2,944.95,340,1715,530,680,1531,1286,340,997,1245,697,595,932,1534,876,341,483,797,713,1030,1691,886,1715
VCAM1,,XM_005621302.3,XM_005621302.3:906,Endogenous,mRNA,100,FALSE,2,645.2,91,1614,322,417,916,283,270,470,513,518,895,1370,1369,545,91,406,495,328,182,1614,460,1440
VEGFA,,NM_001003175.2,NM_001003175.2:807,Endogenous,mRNA,100,FALSE,2,3032.35,526,21618,2648,2002,1382,1468,4441,5204,1554,727,5767,2630,1033,526,1486,1281,1204,1023,2063,21618,1580,1010
VEGFC,,XM_540047.6,XM_540047.6:616,Endogenous,mRNA,100,FALSE,2,502.25,83,1846,213,133,810,163,83,756,430,105,722,473,1830,641,132,155,384,372,188,401,208,1846
VIM,,NM_001287023.1,NM_001287023.1:823,Endogenous,mRNA,100,FALSE,2,33783.15,1420,100757,100757,39927,21584,17396,12706,85030,49423,46865,37743,66083,1420,50183,8583,13886,6980,17839,13754,52037,31944,1523
VSIR,,XM_014112877.2,XM_014112877.2:169,Endogenous,mRNA,100,FALSE,2,724.25,270,1077,656,759,867,1077,648,550,577,776,591,633,905,590,270,641,722,713,655,953,889,1013
XCR1,,XM_005632632.3,XM_005632632.3:195,Endogenous,mRNA,100,FALSE,2,195.45,18,1026,59,26,74,36,25,363,158,52,197,225,995,22,104,22,193,140,119,55,18,1026
ZAP70,,XM_005626046.2,XM_005626046.2:903,Endogenous,mRNA,100,FALSE,2,129.25,2,1249,10,4,7,2,2,10,4,5,7,11,1191,5,11,14,10,13,12,8,10,1249
ZEB1,,XM_003638879.4,XM_003638879.4:1935,Endogenous,mRNA,100,FALSE,2,1668.3,257,3843,257,2550,1798,692,1368,2618,1020,1864,1891,2464,1081,2514,396,757,932,1747,1088,3360,3843,1126
ABCF1,,XM_532056.5,XM_532056.5:930,Housekeeping,mRNA,100,FALSE,2,2047.95,680,3897,1144,2624,3897,1230,680,2698,1648,1291,2596,3149,1725,2681,846,1531,1876,1831,1585,2981,3034,1912
DNAJC14,,XM_003431449.5,XM_003431449.5:2570,Housekeeping,mRNA,100,FALSE,2,1631.1,459,3023,753,1459,1829,1161,459,3023,1950,1788,1813,1892,793,2597,1071,843,1742,2069,1667,2357,2487,869
ERCC3,,XM_005631880.3,XM_005631880.3:1770,Housekeeping,mRNA,100,FALSE,2,1035.05,280,1941,479,1271,1236,807,280,1120,832,921,843,1340,1885,1411,313,611,900,1124,350,1568,1469,1941
G6PD,,XM_538209.2,XM_538209.2:770,Housekeeping,mRNA,100,FALSE,2,1162.05,597,2183,690,1280,2183,772,597,1000,1267,1056,977,1646,1105,1197,730,1039,1198,1264,1169,1519,1338,1214
GUSB,,NM_001003191.1,NM_001003191.1:1362,Housekeeping,mRNA,100,FALSE,2,1724.65,853,3412,1912,1726,3412,1003,853,2209,1397,1257,2296,2019,1872,2123,857,929,1136,1486,1429,2236,2377,1964
MRPL19,,XM_532990.6,XM_532990.6:522,Housekeeping,mRNA,100,FALSE,2,1375.1,387,2806,801,1614,1552,821,565,2302,1049,1012,1704,1829,1743,1897,387,633,1279,1148,687,1713,2806,1960
NRDE2,,XM_014115704.2,XM_014115704.2:2986,Housekeeping,mRNA,100,FALSE,2,780.8,255,1905,376,785,1069,490,372,911,548,476,752,939,1670,851,255,499,601,726,551,881,959,1905
OAZ1,,NM_001127234.1,NM_001127234.1:664,Housekeeping,mRNA,100,FALSE,2,4015.45,623,6700,2969,5181,5483,6700,1910,3102,3395,4745,2031,4462,647,4750,3200,4519,4056,6295,4677,5825,5739,623
POLR2A,,XM_852751.1,XM_852751.1:670,Housekeeping,mRNA,100,FALSE,2,2264.25,1094,3168,1868,2768,3168,2062,1094,1944,2262,1969,1704,3061,1804,2415,1734,1756,2532,2875,2279,2999,2981,2010
PSMC4,,XM_005616577.3,XM_005616577.3:1020,Housekeeping,mRNA,100,FALSE,2,673.95,379,1436,549,482,744,723,379,699,502,580,575,744,1327,437,494,598,741,794,535,556,584,1436
PUM1,,XM_022412399.1,XM_022412399.1:2700,Housekeeping,mRNA,100,FALSE,2,779.15,337,1191,440,908,1116,687,337,763,578,810,842,1191,697,1032,344,578,882,896,565,1042,1135,740
